env,id,block,total.yield,vine.maturity,spec.grav,fry.color,stand.count
Hancock19,B2904-2,3,52.4,4,1.082,42,15
Hancock19,B2904-2,4,47.5,5,1.079,51.9,15
Hancock19,B3306-2,4,40.9,4,1.083,49.2,15
Hancock19,B3317-1,4,46.9,4,1.082,49.1,15
Hancock19,BNC726-5,4,51.7,4,1.084,48,15
Hancock19,BNC742-2,3,35.8,2,1.067,52.4,15
Hancock19,CO12235-3W,4,47.9,4,1.075,49.1,15
Hancock19,CO12293-1W,3,62.4,6,1.075,54.4,15
Hancock19,CO12428-2W,4,35.7,5,1.078,50.6,15
Hancock19,COOR13270-2,3,44.1,5,1.078,53.6,14
Hancock19,COOR13270-2,4,37.9,4,1.077,57.5,14
Hancock19,Hodag,1,77.9,5,1.08,58.3,15
Hancock19,Hodag,2,62,6,1.081,61.6,15
Hancock19,Hodag,3,70.1,9,1.082,59.5,15
Hancock19,Hodag,4,73.1,6,1.076,59.9,15
Hancock19,Lamoka,1,54.5,5,1.08,64.2,15
Hancock19,Lamoka,2,50.6,4,1.083,66.2,15
Hancock19,Lamoka,3,48.6,5,1.077,59.9,13
Hancock19,Lamoka,4,59.5,4,1.082,57.1,15
Hancock19,MSAA036-03,4,44.1,4,1.07,48.5,15
Hancock19,MSAA036-09,3,NA,4,1.066,53.1,5
Hancock19,MSAA036-10,3,36.2,4,1.07,52.9,14
Hancock19,MSAA036-10,3,44.7,5,1.071,54.6,15
Hancock19,MSAA038-09Y,4,66.1,8,1.071,43.3,14
Hancock19,MSAA038-09Y,4,69.4,8,1.071,42.8,15
Hancock19,MSAA072-04,4,47.7,6,1.084,52.4,15
Hancock19,MSAA076-04,3,65.6,5,1.07,52.3,15
Hancock19,MSAA076-04,3,68.3,4,1.075,51.9,15
Hancock19,MSAA091-01,4,51.2,4,1.078,49.5,15
Hancock19,MSAA100-1,4,44.9,4,1.062,42.8,15
Hancock19,MSAA217-3,3,55.9,4,1.09,49.4,15
Hancock19,MSAA240-06,3,58.4,5,1.08,60.3,15
Hancock19,MSAA241-01,4,48.3,4,1.07,51.6,15
Hancock19,MSAA241-01,4,47.2,4,1.072,46.2,15
Hancock19,MSAA252-07,3,77.4,4,1.071,44.3,15
Hancock19,MSAA252-07,4,73.7,4,1.074,41.5,15
Hancock19,MSAA254-04,3,70.3,5,1.075,46.7,15
Hancock19,MSAA254-04,3,72.3,4,1.076,38,15
Hancock19,MSAA260-03,4,44.7,5,1.075,51.1,15
Hancock19,MSAA260-03,4,60.1,5,1.079,54.2,15
Hancock19,MSAA275-03,3,71.5,5,1.072,45,15
Hancock19,MSAA290-02,4,63.1,6,1.069,46.6,15
Hancock19,MSAA309-15,3,53.3,3,1.078,52.8,15
Hancock19,MSAA311-1,4,43.3,3,1.075,49.1,15
Hancock19,MSAA313-01,3,47.4,2,1.069,48.4,14
Hancock19,MSAA324-04,3,58.2,5,1.069,57.4,15
Hancock19,MSAA324-04,4,59.6,5,1.071,52.7,15
Hancock19,MSAA328-04,3,54.2,6,1.073,40.8,15
Hancock19,MSAA342-11Y,4,58.7,4,1.067,50.9,15
Hancock19,MSAA373-3,4,63.1,6,1.087,51.3,14
Hancock19,MSAA373-3,4,65.8,8,1.094,50.4,14
Hancock19,MSAA498-18,3,50.1,5,1.075,48,14
Hancock19,MSAA513-01,3,62.8,5,1.082,53.3,14
Hancock19,MSAA678-01,3,56.8,5,1.074,52.2,15
Hancock19,MSAA678-01,3,51.3,4,1.079,54.7,15
Hancock19,MSAFB605-4,3,59.7,7,1.075,52.1,13
Hancock19,MSAFB605-4,4,53.3,7,1.077,55.4,15
Hancock19,MSAFB609-5,4,51.4,4,1.075,51.3,15
Hancock19,MSAFB609-5,4,49.9,5,1.079,54.9,15
Hancock19,MSAFB635-15,4,60.7,4,1.08,53.4,12
Hancock19,MSAFB635-15,4,53.6,6,1.083,55.9,15
Hancock19,MSAFB635-3,3,56.2,6,1.078,56.1,15
Hancock19,MSAFB635-3,4,49.7,6,1.074,49.6,14
Hancock19,MSBB008-3,3,65.4,5,1.074,46.3,15
Hancock19,MSBB058-1,4,38.7,5,1.085,47.5,13
Hancock19,MSBB060-01,3,62,5,1.073,47.3,15
Hancock19,MSBB067-02,3,45.6,4,1.075,53.7,15
Hancock19,MSBB131-01,4,77.3,4,1.076,43.7,15
Hancock19,MSBB152-01,4,65.9,6,1.079,47.8,15
Hancock19,MSBB166-01,4,63.4,5,1.078,56.8,15
Hancock19,MSBB193-1,4,40,3,1.076,56.4,15
Hancock19,MSBB230-01,4,48.6,6,1.081,51.7,15
Hancock19,MSBB610-13,4,55.9,5,1.079,47.9,15
Hancock19,MSBB611-03,3,63.6,6,1.078,46.2,15
Hancock19,MSBB613-04,4,56.1,5,1.069,50.6,15
Hancock19,MSBB614-10,4,50.7,3,1.077,52.9,14
Hancock19,MSBB617-2,4,54.7,5,1.071,44.8,13
Hancock19,MSBB618-02,3,32.9,4,1.057,56.7,14
Hancock19,MSBB618-9,3,60.6,5,1.068,45.2,15
Hancock19,MSBB623-12,3,60.9,4,1.066,55.7,15
Hancock19,MSBB625-2,4,32.1,5,1.078,47.9,14
Hancock19,MSBB626-11,4,67.6,5,1.079,48.9,15
Hancock19,MSBB631-04,3,51.8,3,1.071,52,15
Hancock19,MSBB633-18,3,65.3,6,1.076,48.7,15
Hancock19,MSBB636-11,4,61.9,5,1.073,58.1,15
Hancock19,MSCC129-02,4,46,7,1.069,51.5,15
Hancock19,MSCC129-04,4,36.7,4,1.074,54.2,13
Hancock19,MSCC248-02,4,34.4,6,1.075,48.5,13
Hancock19,MSCC248-3,3,50.9,4,1.09,57.6,15
Hancock19,MSCC256-02,3,44,3,1.073,54.7,15
Hancock19,NC475-3,3,49.5,5,1.085,49.7,15
Hancock19,ND113307C-3,3,57,5,1.078,54.3,15
Hancock19,ND124C-1,4,53.2,4,1.08,54.4,15
Hancock19,ND13217C-1,4,26.5,7,1.084,44.8,15
Hancock19,ND13219C-4,3,43.7,4,1.084,58.2,15
Hancock19,ND13220C-3,4,67.7,5,1.082,55.7,15
Hancock19,ND13221C-3,4,30,3,1.068,53.9,15
Hancock19,ND1328YABC-1,4,63.9,6,1.077,52,15
Hancock19,ND1328YABC-1,4,67.9,8,1.087,56.8,15
Hancock19,NDAF14477C-2,4,47.5,4,1.075,39.9,15
Hancock19,NDAF14477C-7,4,36.7,4,1.079,49.4,14
Hancock19,NDTX12135-1W,3,NA,5,1.07,45.7,13
Hancock19,NDTX1246-5W/Y,4,66.2,5,1.078,52.1,15
Hancock19,NDTX1246-5W/Y,4,63.3,4,1.08,49.1,15
Hancock19,NDTX14362AB-1W,4,44.8,6,1.079,55.4,15
Hancock19,NY166,3,69,5,1.075,55.6,15
Hancock19,NY166,3,56.3,4,1.075,52.5,15
Hancock19,NY168,3,55.1,6,1.075,53,15
Hancock19,NY168,4,53.3,6,1.08,58.7,15
Hancock19,NY169,3,53.5,6,1.084,57.6,15
Hancock19,NY169,4,59.1,5,1.088,57.7,14
Hancock19,NY170,4,48.3,6,1.084,55.6,15
Hancock19,NY170,4,55.9,5,1.089,54.6,15
Hancock19,NYOR14Q9-5,3,48.3,5,1.064,57.2,14
Hancock19,NYOR14Q9-5,4,50.9,5,1.071,59.8,14
Hancock19,NYOR14Q9-9,3,59.1,5,1.074,41,15
Hancock19,NYOR14Q9-9,4,50.1,6,1.076,42.3,13
Hancock19,NYORN18-1,3,48,4,1.069,45.6,15
Hancock19,NYORN41-5,4,64.5,5,1.086,55.9,15
Hancock19,NYORN6-8,3,86,5,1.074,51.5,15
Hancock19,NYORQ2-2,4,57.7,6,1.074,54.8,15
Hancock19,NYORQ6-3,4,32.2,6,1.07,57.4,15
Hancock19,NYORQ6-6,3,50.5,3,1.077,48.2,15
Hancock19,NYQ106-13,3,64.3,7,1.079,54.4,15
Hancock19,NYQ23-4,3,51.7,4,1.077,56.9,15
Hancock19,NYQ29-1,3,62.5,4,1.077,58.7,15
Hancock19,NYQ29-2,3,61.1,5,1.08,50.1,15
Hancock19,NYQ36-6,4,53.7,5,1.087,56.6,15
Hancock19,NYQ37-1,3,74.6,6,1.085,58.7,15
Hancock19,NYQ38-4,3,77.8,4,1.076,53.7,15
Hancock19,Pinnacle,1,59.7,5,1.083,64.5,15
Hancock19,Pinnacle,2,63.1,4,1.085,57.7,15
Hancock19,Snowden,1,60.1,5,1.083,63.9,15
Hancock19,Snowden,2,54.2,6,1.081,62.2,15
Hancock19,Snowden,3,63.8,8,1.078,59.1,15
Hancock19,Snowden,4,58.7,5,1.078,54.6,15
Hancock19,W12078-76,3,50.3,4,1.084,58,15
Hancock19,W12078-76,3,42,5,1.088,58.6,14
Hancock19,W13058-4,4,54.2,5,1.086,49.9,15
Hancock19,W13058-4,4,49.5,6,1.091,54.2,15
Hancock19,W14183-2,3,56.9,5,1.071,48.9,15
Hancock19,W14183-2,4,55.2,6,1.075,51.9,14
Hancock19,W14184-5,4,46.7,4,1.08,56.2,15
Hancock19,W14184-5,4,49.5,5,1.08,51,15
Hancock19,W14184-7,4,48.6,5,1.075,56.6,15
Hancock19,W14184-7,4,49.1,6,1.081,48.1,15
Hancock19,W14186-21,3,44.3,6,1.074,47.6,15
Hancock19,W14186-21,4,39,5,1.07,44.1,15
Hancock19,W14187-2,4,43.1,5,1.075,52.6,15
Hancock19,W14187-2,4,48.8,6,1.082,51.8,15
Hancock19,W14AF5949-2,4,60,4,1.076,40.6,15
Hancock19,W14AF5949-2,4,57.9,4,1.079,39,15
Hancock19,W14AF6037-5,3,46.9,4,1.072,46.3,15
Hancock19,W14AF6037-5,4,45.7,5,1.077,47.7,15
Hancock19,W14NYQ104-4,3,58.2,7,1.07,49.4,13
Hancock19,W14NYQ104-4,3,40.4,6,1.073,54.7,14
Hancock19,W14NYQ28-3,3,61.9,5,1.066,57,14
Hancock19,W14NYQ28-3,3,58.9,5,1.069,61.5,15
Hancock19,W14NYQ29-5,3,66.1,5,1.077,54.5,15
Hancock19,W14NYQ29-5,3,64.7,7,1.08,54.6,15
Hancock19,W14NYQ4-1,3,64.4,5,1.074,52.3,15
Hancock19,W14NYQ4-1,3,60.5,4,1.075,58,15
Hancock19,W14NYQ9-2,4,66,5,1.076,52.3,15
Hancock19,W14NYQ9-2,4,75.6,6,1.077,49.8,15
Hancock19,W15119-24,1,54,6,1.084,60.4,15
Hancock19,W15119-24,2,45.1,5,1.085,59.6,15
Hancock19,W15125-4,1,60.3,6,1.076,53.1,13
Hancock19,W15125-4,2,65.2,6,1.076,49.3,15
Hancock19,W15151-2,1,53,5,1.074,43.8,15
Hancock19,W15151-2,2,62.9,5,1.072,46.2,14
Hancock19,W15162-2,1,34.6,2,1.073,58.1,14
Hancock19,W15162-2,2,30.4,5,1.069,56.3,15
Hancock19,W15164-2,1,50.4,5,1.075,56,15
Hancock19,W15164-2,2,56.5,5,1.076,58.2,13
Hancock19,W15174-1,1,46.5,4,1.081,44.5,15
Hancock19,W15174-1,2,52.1,7,1.08,44.4,15
Hancock19,W15199-2,1,70.7,6,1.071,54.8,14
Hancock19,W15199-2,2,63.2,5,1.072,57.1,15
Hancock19,W15200-3,1,45.2,5,1.087,NA,15
Hancock19,W15200-3,2,53.2,6,1.089,61.3,15
Hancock19,W15200-8,1,42.2,3,1.076,67.3,15
Hancock19,W15200-8,2,48.5,4,1.08,69.2,15
Hancock19,W15NYR11-11,1,51.7,6,1.063,57.5,15
Hancock19,W15NYR11-11,2,49.3,5,1.069,64.4,14
Hancock19,W15NYR11-13,1,55.9,6,1.073,62.4,15
Hancock19,W15NYR11-13,2,75.4,7,1.076,63.6,15
Hancock19,W15NYR11-8,1,62.6,6,1.077,64.3,15
Hancock19,W15NYR11-8,2,51.2,6,1.075,61.9,15
Hancock19,W15NYR16-2,1,50.3,4,1.071,67.8,12
Hancock19,W15NYR16-2,2,67.9,8,1.073,59.5,15
Hancock19,W15NYR5-2,1,50.6,4,1.078,63.3,15
Hancock19,W15NYR5-2,2,53.3,4,1.078,64.9,15
Hancock19,W15NYR7-2,1,44.5,3,1.081,62.9,15
Hancock19,W15NYR7-2,2,51.1,3,1.082,65.3,15
Hancock19,W15NYR9-6,1,38.6,4,1.075,66.3,14
Hancock19,W15NYR9-6,2,37.8,7,1.077,67.6,14
Hancock19,W15NYR9-8,1,57.7,3,1.076,59.9,14
Hancock19,W15NYR9-8,2,52.8,6,1.077,60.1,14
Hancock19,W16090-1,2,32.1,4,1.076,63,15
Hancock19,W16090-2,1,47,3,1.078,60.6,14
Hancock19,W16091-4,2,39.4,6,1.08,61.5,15
Hancock19,W16091-5,2,53.4,6,1.079,57,15
Hancock19,W16094-1,2,68.7,4,1.085,48.6,15
Hancock19,W16095-4,2,51,5,1.082,60.7,15
Hancock19,W16098-12,1,36.6,4,1.064,51.4,15
Hancock19,W16099-10,2,58.8,3,1.082,58,15
Hancock19,W16099-11,1,51.7,6,1.082,60,15
Hancock19,W16099-2,2,65.5,7,1.084,54.2,15
Hancock19,W16099-6,2,36.3,7,1.086,61,15
Hancock19,W16100-12,2,52.9,4,1.078,60.7,15
Hancock19,W16100-13,1,55.1,4,1.078,59.2,15
Hancock19,W16100-19,1,48.2,5,1.079,57.3,14
Hancock19,W16100-2,2,49.1,6,1.083,58.9,15
Hancock19,W16100-21,2,52.1,6,1.071,55,14
Hancock19,W16100-22,1,47.9,4,1.076,60.6,15
Hancock19,W16100-26,1,42,2,1.074,51.5,15
Hancock19,W16100-27,2,49.1,4,1.068,52.5,15
Hancock19,W16100-28,2,58.1,4,1.075,49.1,15
Hancock19,W16100-29,1,69.6,4,1.078,61,15
Hancock19,W16100-3,1,54.4,3,1.084,58.9,13
Hancock19,W16100-30,2,50.9,4,1.079,58,15
Hancock19,W16100-32,2,33.2,2,1.078,62.6,15
Hancock19,W16100-38,1,39.4,3,1.074,60.8,15
Hancock19,W16100-39,1,46.8,4,1.079,53.8,14
Hancock19,W16100-44,1,46.1,5,1.081,60.3,15
Hancock19,W16100-49,1,56.5,5,1.082,57.3,15
Hancock19,W16100-50,1,50.8,7,1.084,64.5,15
Hancock19,W16100-54,2,70.1,6,1.09,62,15
Hancock19,W16100-60,1,44.4,4,1.074,46.1,15
Hancock19,W16100-64,2,65.9,5,1.078,62.3,15
Hancock19,W16100-7,2,45,4,1.079,59.6,15
Hancock19,W16101-11,1,43.7,4,1.08,55.7,14
Hancock19,W16101-15,1,50.1,6,1.077,59.3,15
Hancock19,W16101-5,2,49.9,5,1.081,62.3,15
Hancock19,W16101-9,2,40.5,3,1.078,60.6,15
Hancock19,W16102-3,1,57.7,4,1.08,58.2,15
Hancock19,W16102-6,1,58.8,4,1.079,59.5,15
Hancock19,W16103-11,2,58.4,6,1.072,59.6,15
Hancock19,W16103-2,2,49.5,4,1.078,61,15
Hancock19,W16103-4,1,48.9,5,1.07,54.4,15
Hancock19,W16103-5,2,52,5,1.079,56.5,14
Hancock19,W16104-5,1,54.1,7,1.075,59.3,15
Hancock19,W16105-1,1,48.5,3,1.079,58.1,15
Hancock19,W16111-3,1,51.4,5,1.083,58.8,15
Hancock19,W16115-9,2,52.5,5,1.079,55.4,15
Hancock19,W16118-3,1,46.4,5,1.085,64.9,15
Hancock19,W16119-1,2,51.2,6,1.08,60.6,15
Hancock19,W16125-1,1,48.2,5,1.074,57.7,12
Hancock19,W16126-7,2,68.1,5,1.073,56.3,15
Hancock19,W16127-1,1,45.5,6,1.078,62.4,13
Hancock19,W16127-13,2,67.9,7,1.068,55.2,15
Hancock19,W16128-12,2,73.9,7,1.087,62.4,15
Hancock19,W16130-10,2,40.2,6,1.068,61,15
Hancock19,W16130-15,2,60.8,8,1.082,61.5,15
Hancock19,W16130-21,1,53.2,5,1.087,55,14
Hancock19,W16130-22,2,70.7,5,1.078,52.7,15
Hancock19,W16130-26,1,61.7,5,1.089,53.2,15
Hancock19,W16130-4,1,43.8,4,1.076,59.6,15
Hancock19,W16130-52,2,32.1,5,1.086,65.3,15
Hancock19,W16130-57,2,48.4,6,1.082,47.2,15
Hancock19,W16130-59,2,47.5,6,1.082,61.3,15
Hancock19,W16130-65,2,71.7,5,1.069,54.2,15
Hancock19,W16130-69,1,57.9,6,1.082,53.8,15
Hancock19,W16130-70,1,50.1,6,1.085,61.1,15
Hancock19,W16130-71,2,51.2,4,1.082,62.2,15
Hancock19,W16130-78,1,56.1,7,1.084,56.8,15
Hancock19,W16131-10,2,35.4,7,1.074,57.6,14
Hancock19,W16131-11,2,66.8,7,1.081,59,15
Hancock19,W16131-12,1,54,5,1.072,52.5,15
Hancock19,W16131-15,1,68.7,7,1.084,60.8,15
Hancock19,W16132-13,2,53.2,7,1.081,51,15
Hancock19,W16132-14,2,44.3,4,1.076,62.3,15
Hancock19,W16133-32,1,38.3,3,1.084,62.6,15
Hancock19,W16133-35,1,61.5,4,1.081,55.6,15
Hancock19,W16134-10,1,40,6,1.081,61.6,15
Hancock19,W16134-12,1,63.5,5,1.086,52,15
Hancock19,W16134-13,1,45.8,5,1.09,59.7,15
Hancock19,W16134-14,2,32.5,4,1.095,64.9,15
Hancock19,W16134-4,1,53.6,4,1.083,59.5,15
Hancock19,W16135-12,1,39.4,3,1.083,57.7,15
Hancock19,W16135-14,2,50.9,5,1.085,63.3,15
Hancock19,W16135-26,1,41.3,5,1.085,66,15
Hancock19,W16135-4,1,53.2,6,1.083,57.4,15
Hancock19,W16136-1,1,36.1,8,1.075,61.1,14
Hancock19,W16137-2,2,47.7,7,1.075,61.6,15
Hancock19,W16137-8,1,49.9,5,1.097,61.3,14
Hancock19,W16219-3,1,60.2,5,1.082,63.9,13
Hancock19,W16219-8,2,52.3,5,1.079,55.7,15
Hancock19,W16220-11,2,36.1,2,1.072,63.8,15
Hancock19,W16AF6537-3,2,52.5,5,1.077,59.1,14
Hancock19,W16AF6537-6,1,46.7,5,1.076,56.5,15
Hancock19,W16NYS2-4,1,37.9,4,1.078,61.6,15
Hancock19,W16NYS27-1,2,55.8,7,1.07,61.1,15
Hancock19,WAF14067-6,4,49.6,6,1.077,56.8,15
Hancock19,WAF15133-3,3,51.8,5,1.082,58.4,15
Hancock19,WAF15195-3,3,62.1,0,1.07,44.3,14
